annotation_id,review_uid,destination,language_review,aspecto,text_clean,input_modelo,label
gm_648000e42958e44b__limpieza,gm_648000e42958e44b,Reserva Nacional de Paracas,es,limpieza,"Una playa muy hermosa, gratis, sin rocas, con arena fina, está muy bien controlada, tiene un unico ingreso resguardado por seguridad q cuidan que no se ingrese mucho plástico. Agua limpia y orillas sin nada de basura. Cobran el uso de vestidor (algo un poco absurdo) pero me imagino es para pagar personal que limpia.","aspecto: limpieza reseña: Una playa muy hermosa, gratis, sin rocas, con arena fina, está muy bien controlada, tiene un unico ingreso resguardado por seguridad q cuidan que no se ingrese mucho plástico. Agua limpia y orillas sin nada de basura. Cobran el uso de vestidor (algo un poco absurdo) pero me imagino es para pagar personal que limpia.",positivo
gm_4bf8b3f8deb19721__limpieza,gm_4bf8b3f8deb19721,Circuito Mágico del Agua,en,limpieza,"The main attractions are water fountains. At designated times, you will see the fountains light up in color. The park is clean, with ample room to walk. It was very crowded the evening we visited, and with a long line to get in as it was a Peruvian holiday. There were many children of all ages.","aspecto: limpieza reseña: The main attractions are water fountains. At designated times, you will see the fountains light up in color. The park is clean, with ample room to walk. It was very crowded the evening we visited, and with a long line to get in as it was a Peruvian holiday. There were many children of all ages.",positivo
gm_2c8cc11878752f11__limpieza,gm_2c8cc11878752f11,Santuario Histórico de Machu Picchu,en,limpieza,"A great wonder of the world! Fascinating views and doesn’t seem real. Before going there, make sure you are used to the altitude, ensure that you have some bug spray and sun screen when you go. The usual touristy hike is not bad, just 20 min up the stairs, and I suggest taking some breaks on here, then a lot of flat and downhill land. I suggest nothing more than a light snack, and make sure you keep the trash in your own bag. There is no trash cans, no water fountains, and no bathrooms except before you enter the ticketing booth line or after. Please be respectful as this is a historical sight!","aspecto: limpieza reseña: A great wonder of the world! Fascinating views and doesn’t seem real. Before going there, make sure you are used to the altitude, ensure that you have some bug spray and sun screen when you go. The usual touristy hike is not bad, just 20 min up the stairs, and I suggest taking some breaks on here, then a lot of flat and downhill land. I suggest nothing more than a light snack, and make sure you keep the trash in your own bag. There is no trash cans, no water fountains, and no bathrooms except before you enter the ticketing booth line or after. Please be respectful as this is a historical sight!",negativo
gm_8b4b5851f449a351__limpieza,gm_8b4b5851f449a351,Museo Tumbas Reales del Señor de Sipán,es,limpieza,"El lugar tiene una amplia playa de estacionamiento, tienes que pagar 2 soles por usarlo. Tienen varias tipos de tarifa para ingresar al museo, adultos 10 soles y niños con estudiantes 5 soles, los turistas 15 soles. El recorrido del museo puede durar 1ntre una hora y media y 2 horas, hay personas que cobran para hacerte una guía. Te piden que no saques fotos, por lo tanto tienes que dejar tus artículos en una entrada y luego pasar a retirarlos. Los baños están en buenas condiciones.","aspecto: limpieza reseña: El lugar tiene una amplia playa de estacionamiento, tienes que pagar 2 soles por usarlo. Tienen varias tipos de tarifa para ingresar al museo, adultos 10 soles y niños con estudiantes 5 soles, los turistas 15 soles. El recorrido del museo puede durar 1ntre una hora y media y 2 horas, hay personas que cobran para hacerte una guía. Te piden que no saques fotos, por lo tanto tienes que dejar tus artículos en una entrada y luego pasar a retirarlos. Los baños están en buenas condiciones.",ausente
gm_648000e42958e44b__atencion_servicio,gm_648000e42958e44b,Reserva Nacional de Paracas,es,atencion_servicio,"Una playa muy hermosa, gratis, sin rocas, con arena fina, está muy bien controlada, tiene un unico ingreso resguardado por seguridad q cuidan que no se ingrese mucho plástico. Agua limpia y orillas sin nada de basura. Cobran el uso de vestidor (algo un poco absurdo) pero me imagino es para pagar personal que limpia.","aspecto: atencion_servicio reseña: Una playa muy hermosa, gratis, sin rocas, con arena fina, está muy bien controlada, tiene un unico ingreso resguardado por seguridad q cuidan que no se ingrese mucho plástico. Agua limpia y orillas sin nada de basura. Cobran el uso de vestidor (algo un poco absurdo) pero me imagino es para pagar personal que limpia.",neutro
gm_3195362964307cf0__alojamiento,gm_3195362964307cf0,Santuario Histórico de Machu Picchu,en,alojamiento,"Hands down a must, for those interested in History Of Culture and Architecture, and natural beauty of Peaks and Valleys. It’s really a place of miracles, how the Incas designed and built what they did is mind blowing. Suggest, walking up to the Ruins from town rather then the bus, it’s couple hour walk at a slow pace, gorgeous way to transition into the ruins, maybe take a bus back to town or visa versa. Stay there if you can, but the hotel at the Ruins does gets booked, so you can stay in town. But there are little peaks and Inca trails to explore at the Ruins as well. Great photo opts and place for Spiritual Seekers, even amongst the crowds!","aspecto: alojamiento reseña: Hands down a must, for those interested in History Of Culture and Architecture, and natural beauty of Peaks and Valleys. It’s really a place of miracles, how the Incas designed and built what they did is mind blowing. Suggest, walking up to the Ruins from town rather then the bus, it’s couple hour walk at a slow pace, gorgeous way to transition into the ruins, maybe take a bus back to town or visa versa. Stay there if you can, but the hotel at the Ruins does gets booked, so you can stay in town. But there are little peaks and Inca trails to explore at the Ruins as well. Great photo opts and place for Spiritual Seekers, even amongst the crowds!",neutro
gm_4ecc18b59b9417ad__accesibilidad,gm_4ecc18b59b9417ad,Museo de Sitio Huaca Pucllana,es,accesibilidad,"Nos dió mucha rabia la entrada. Le dice a uno la guía ( Milagros) que uno tiene que reservar con un día de anticipación. Pero le ofrece al turista que si quiere si paga un monto de 10 soles extra ella hace el recorrido inmediatamente. Escuchando las conversaciones con los demás turistas reconocimos esto como una estafa. Pues Milagros y los demás trabajadores ofrecían esta ""oportunidades"" forma diferente. No es costoso pero al sentirnos estafados es muy reprochable. Esperamos se tomen medidas y se investigue el caso, no es bueno para el turista sentirse estafado.","aspecto: accesibilidad reseña: Nos dió mucha rabia la entrada. Le dice a uno la guía ( Milagros) que uno tiene que reservar con un día de anticipación. Pero le ofrece al turista que si quiere si paga un monto de 10 soles extra ella hace el recorrido inmediatamente. Escuchando las conversaciones con los demás turistas reconocimos esto como una estafa. Pues Milagros y los demás trabajadores ofrecían esta ""oportunidades"" forma diferente. No es costoso pero al sentirnos estafados es muy reprochable. Esperamos se tomen medidas y se investigue el caso, no es bueno para el turista sentirse estafado.",ausente
gm_2245250b90ca1bf9__seguridad,gm_2245250b90ca1bf9,Santuario Histórico de Machu Picchu,es,seguridad,"El pueblo de aguas Calientes me pareció hermoso, me parece que es un lugar bastante hermoso pero exageradamente costoso y con un poco de falta de cultura, al caminar pude ver cómo un lugar de estos que es patrimonio de la humanidad se encuentra lleno de basura y contaminación tanto por los locales como por los mismos turistas que van a visitar a este bello lugar, también es un lugar en el que todo te lo quieren cobrar en dólares y conseguir boletería es bastante complejo y difícil de conseguir, en ocasiones no se consigue ni estando en el mismo lugar, mi forma de ver a Machu Picchu fue el subir una de las montañas que está al frente, una ruta hermosa pero algo complicada debido a que cortaron los anclajes y escaleras, solo quedan dos cuerdas y dos Guayas que sirven de ayuda el resto toca escalar bajo su propio riesgo. La forma fácil de ir por su propia cuenta es comprar un tiquete en la terminal terrestre que va a Quillabamba y tienes que bajarte en santa María y que tiene un valor de 25 soles por persona, el bus se toma en la terminal de Quillabamba y un taxi te cobra 6 soles, en santa María se toma un colectivo hasta santa Teresa que te cobrará 10 soles por persona y de santa Teresa a hidro electrica te cobrarán 5 soles por persona y de ahí solo queda caminar hasta llegar al pueblo de aguas calientes.","aspecto: seguridad reseña: El pueblo de aguas Calientes me pareció hermoso, me parece que es un lugar bastante hermoso pero exageradamente costoso y con un poco de falta de cultura, al caminar pude ver cómo un lugar de estos que es patrimonio de la humanidad se encuentra lleno de basura y contaminación tanto por los locales como por los mismos turistas que van a visitar a este bello lugar, también es un lugar en el que todo te lo quieren cobrar en dólares y conseguir boletería es bastante complejo y difícil de conseguir, en ocasiones no se consigue ni estando en el mismo lugar, mi forma de ver a Machu Picchu fue el subir una de las montañas que está al frente, una ruta hermosa pero algo complicada debido a que cortaron los anclajes y escaleras, solo quedan dos cuerdas y dos Guayas que sirven de ayuda el resto toca escalar bajo su propio riesgo. La forma fácil de ir por su propia cuenta es comprar un tiquete en la terminal terrestre que va a Quillabamba y tienes que bajarte en santa María y que tiene un valor de 25 soles por persona, el bus se toma en la terminal de Quillabamba y un taxi te cobra 6 soles, en santa María se toma un colectivo hasta santa Teresa que te cobrará 10 soles por persona y de santa Teresa a hidro electrica te cobrarán 5 soles por persona y de ahí solo queda caminar hasta llegar al pueblo de aguas calientes.",negativo
gm_076d757e47212feb__atencion_servicio,gm_076d757e47212feb,Monasterio de Santa Catalina,en,atencion_servicio,"Amazing Place, you can spend at least 1,5 hours there. Only thing that bothered me was the price. 45 Soles is veery expensive, even though it is nicely restaurated and you can download an app to guide you around. Also sadly the viewpoint was closed on the day we were there 🥲","aspecto: atencion_servicio reseña: Amazing Place, you can spend at least 1,5 hours there. Only thing that bothered me was the price. 45 Soles is veery expensive, even though it is nicely restaurated and you can download an app to guide you around. Also sadly the viewpoint was closed on the day we were there 🥲",neutro
gm_1904957ccc3766a1__seguridad,gm_1904957ccc3766a1,Santuario Histórico de Machu Picchu,es,seguridad,"¡Wow! Este lugar es mágico. El nombre original es Pacallaqta. Si no conocen, vale la pena ir en un tour organizado por INCARAIL (ofrecen paquetes directamente con ellos y sus trenes, eviten intermediarios innecesarios y posibles estafas). Este lugar tiene mucha paz, si encuentran buen clima, se disfruta todo: la vista, la vegetación, el esparcimiento, los rincones en cada espacio, la fauna, todo. No es pesado para subir, y tampoco es cansado recorrerlo, ya que una vez llegado a la cima, todo es en descenso. Huayna Picchu es la montaña que está detrás, para poder acceder se requiere un pago especial con reserva previa, mucha condición y experiencia, porque es pesado y peligroso por la altura y la inclinación. Las dudas sobre su construcción y sobre lo que ""falta"" por descubrir, mantienen este lugar enigmático.","aspecto: seguridad reseña: ¡Wow! Este lugar es mágico. El nombre original es Pacallaqta. Si no conocen, vale la pena ir en un tour organizado por INCARAIL (ofrecen paquetes directamente con ellos y sus trenes, eviten intermediarios innecesarios y posibles estafas). Este lugar tiene mucha paz, si encuentran buen clima, se disfruta todo: la vista, la vegetación, el esparcimiento, los rincones en cada espacio, la fauna, todo. No es pesado para subir, y tampoco es cansado recorrerlo, ya que una vez llegado a la cima, todo es en descenso. Huayna Picchu es la montaña que está detrás, para poder acceder se requiere un pago especial con reserva previa, mucha condición y experiencia, porque es pesado y peligroso por la altura y la inclinación. Las dudas sobre su construcción y sobre lo que ""falta"" por descubrir, mantienen este lugar enigmático.",negativo
